"Bracket Type=4",,,,,,,,,,,,,,,,,,,,
"Sample Type","File Name","Sample ID","Path","Instrument Method","Process Method","Position","Inj Vol","Level","Sample Wt","Sample Vol","ISTD Amt","Dil Factor","L1 Study","L2 Client","L3 Laboratory","L4 Company","L5 Phone","Comment","Sample Name","Calibration File"
"Unknown","150410_Popeye_MLH_AC_HSDL2_pos_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:a1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_pos_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:A2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_pos_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:A3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_pos_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:A4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_pos_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:A5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_neg_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:b7",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_neg_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:b1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_neg_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:B2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_neg_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:B3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_neg_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:B4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_HSDL2_neg_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:B5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_neg_03",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:d6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_neg_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:d1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_neg_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:D2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_neg_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:D3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_neg_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:D4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_neg_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:D5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_pos_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:c6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_pos_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:c1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_pos_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:C2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_pos_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:C3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_pos_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:C4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_PTGDS_pos_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:C5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_pos_03",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:e6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_pos_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:e1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_pos_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:E2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_pos_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:E3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_pos_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:E4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_pos_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:E5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_neg_04",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:f6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_neg_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:f1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_neg_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:F2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_neg_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:F3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_neg_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:F4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_FABP7_neg_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:F5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_neg_05",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:h6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_neg_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:h1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_neg_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:H2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_neg_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:H3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_neg_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:H4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_neg_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:H5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_pos_04",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:g6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_pos_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:g1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_pos_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:G2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_pos_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:G3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_pos_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:G4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_LCN15_pos_B1",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:G5",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_TLC_Std1_2_extracted_100pg_on_column_pos_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:g8",1,,"0.1ng on column; 1ul (100ng/ul) TLC Std1+2 extracted; recon. with100ulMeOH; 1:10dil. with MeOH in the plate Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_MeOH_blank_pos_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:g12",30,,"pure Methanol;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_pos_05",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"1:g7",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_TLC_Std1_2_extracted_100pg_on_column_neg_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:h8",1,,"0.1ng on column; 1ul (100ng/ul) TLC Std1+2 extracted; recon. with100ulMeOH; 1:10dil. with MeOH in the plate Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_MeOH_blank_neg_03",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:h12",30,,"pure Methanol;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150410_Popeye_MLH_AC_extracted_SEC_buffer_neg_06",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"1:h7",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_MeOH_blank_neg_01",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:A11",30,,"pure Methanol;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_TLC_Std1_2_extracted_100pg_on_column_neg_01",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:b8",1,,"0.1ng on column; 1ul (100ng/ul) TLC Std1+2 extracted; recon. with100ulMeOH; 1:10dil. with MeOH in the plate Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_MeOH_blank_neg_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:C12",30,,"pure Methanol;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_extracted_SEC_buffer_neg_01",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:b6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_TLC_Std1_2_extracted_100pg_on_column_pos_01",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:a8",1,,"0.1ng on column; 1ul (100ng/ul) TLC Std1+2 extracted; recon. with100ulMeOH; 1:10dil. with MeOH in the plate Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_MeOH_blank_pos_01",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:a12",30,,"autosampler did not inject everything as plate configuration was 96Agilent;pure Methanol;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_extracted_SEC_buffer_pos_01",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:a6",30,,"autosampler did not inject everything as plate configuration was 96Agilent;SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_extracted_SEC_buffer_pos_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:a7",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_pos_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:a1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_pos_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:A2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_pos_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:A3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_pos_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:A4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_extracted_SEC_buffer_neg_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:b7",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_neg_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:b1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_neg_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:B2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_neg_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:B3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORM2_neg_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:B4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_extracted_SEC_buffer_neg_03",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:d6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_neg_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:d1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_neg_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:D2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_neg_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:D3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_neg_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_neg",,"2:D4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_extracted_SEC_buffer_pos_02",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:c6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_pos_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:c1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_pos_A10",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:C2",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_pos_A11",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:C3",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ORP2_pos_A12",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:C4",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_extracted_SEC_buffer_pos_03",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:e6",30,,"SEC buffer extracted; recon. with60ulMeOH;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
"Unknown","150411_Popeye_MLH_AC_ATCAY_pos_A09",1,"D:\2015_04","C:\Xcalibur\methods\MLH_Lipidomics_18_4min_grad_pos",,"2:e1",30,,"100ul of SEC fraction;extracted; recon. with60ulMeOH;30ul in the well inject all;  Kinetex 30x2.1 2.6um C18 0.5ml/min",,0,0,0,1,,,,,,
